0.399,0.307,-1.623,0.360,1.868,0.320
0.886,0.241,0.200,-0.231,-0.425,0.732
0.164,-0.446,0.312,1.530,-0.056,-1.990
0.089,0.505,1.411,1.974,-1.398,1.957
0.102,-0.143,-0.313,0.530,-1.229,-0.326
0.387,0.181,-0.839,-1.373,0.637,0.602
-0.109,-0.265,-0.491,-1.894,-2.590,-0.389
0.764,0.127,-0.069,0.253,-0.930,0.383
2.073,0.385,0.690,-0.196,0.332,0.496
1.013,0.445,-0.080,1.029,0.348,0.629
0.365,0.311,0.611,-0.738,-0.637,1.086
-0.207,-0.333,0.832,2.252,-1.261,-0.775
1.045,0.101,-0.837,0.651,-0.048,0.217
-0.142,-0.178,0.456,-1.291,1.017,-0.543
0.505,-0.035,0.813,0.493,0.630,-0.060
0.589,0.465,-0.860,-0.276,-2.164,0.700
0.274,-0.423,-1.902,0.912,0.180,-1.758
1.082,0.236,-1.186,0.285,0.503,0.573
0.608,0.156,-0.251,-0.634,0.514,0.288
1.430,0.136,1.324,-0.215,0.272,0.268
0.331,-0.527,1.592,-0.005,1.078,-1.322
0.544,0.367,0.498,0.324,-0.667,1.042
0.060,-0.541,-0.587,0.277,1.529,-1.993
-0.029,0.315,-0.426,1.595,1.614,0.340
-0.084,-0.525,-0.616,-1.226,-0.656,-1.761
0.783,0.146,-0.619,-0.249,0.193,0.339
0.088,0.309,1.421,0.890,-1.392,0.890
-0.254,-0.282,-1.180,1.535,1.045,-0.375
-0.261,-0.217,-0.372,-1.336,1.041,-0.301
0.602,-0.075,0.887,0.443,0.823,-0.166
1.028,0.441,-1.614,-0.405,0.287,3.026
0.052,-0.084,-0.133,-0.894,0.909,-0.201
0.055,0.007,0.121,1.086,0.875,0.018
0.385,0.480,-0.924,0.462,-1.935,1.634
-0.345,0.054,0.785,-1.369,1.390,0.152
0.735,0.163,-0.159,-1.584,0.259,0.266
0.605,-0.086,0.639,-0.584,-0.156,-0.135
0.909,-0.251,-0.337,0.231,0.466,-0.526
0.143,-0.160,1.071,0.600,2.075,-0.426
0.659,0.329,0.339,-0.877,0.296,0.346
0.017,0.070,-0.665,1.801,0.945,0.084
0.392,-0.410,0.228,-0.638,-0.510,-2.086
0.469,-0.609,0.054,0.606,-0.049,-1.155
0.150,0.302,2.465,1.019,3.435,0.878
1.559,0.031,-0.038,-0.313,0.156,0.078
1.525,0.339,-0.618,0.515,0.395,1.389
0.116,0.008,0.392,1.185,0.668,0.014
0.223,-0.345,0.045,-1.078,0.234,-0.909
-0.114,-0.540,-1.106,-0.974,0.885,-2.016
0.158,-0.116,0.686,-0.575,-1.306,-0.329
0.993,0.064,-1.147,-0.339,0.327,0.182
0.296,0.807,-0.228,0.856,-1.175,1.254
0.396,0.057,-1.007,2.042,-0.373,0.108
0.654,-0.017,-0.814,0.115,-0.600,-0.033
0.326,-0.026,0.340,-1.015,0.164,-0.055
2.284,0.848,1.368,-0.329,-0.040,1.768
0.686,0.168,0.437,0.568,-0.057,0.383
0.614,0.215,-0.566,0.756,0.354,0.686
0.389,0.456,1.723,-0.866,-0.681,1.333
0.254,-0.333,-0.989,-0.056,1.042,-1.457
1.263,0.217,-1.301,-0.400,-0.037,0.344
0.250,-0.312,0.593,1.715,0.396,-0.777
-0.150,-0.169,2.231,-1.163,-1.120,-0.216
-0.000,-0.416,-0.174,1.395,0.522,-1.467
0.349,-0.314,-0.893,0.832,-0.126,-1.245
1.208,0.137,-0.678,0.334,0.160,0.190
0.122,-0.305,1.335,-0.446,1.083,-0.881
-0.222,-0.039,-1.791,1.253,-1.528,-0.060
0.582,-0.323,0.644,-0.531,0.106,-1.439
0.635,0.280,-0.343,-1.284,0.193,0.883
0.888,0.537,-0.619,-0.335,-0.522,0.653
-0.094,-0.285,-0.052,-1.051,0.901,-0.819
0.733,0.018,0.317,2.773,0.444,0.043
0.406,-0.376,-1.123,0.728,-0.204,-1.577
0.714,0.303,0.389,0.859,-0.286,1.335
0.686,-0.174,-0.482,0.439,0.012,-0.428
0.184,0.420,-0.027,-1.228,-0.739,0.770
-0.033,0.250,-0.289,1.274,1.780,0.924
0.764,-0.211,-0.949,0.610,0.299,-0.263
0.507,0.052,-1.686,-0.666,0.056,0.123
-0.022,-0.316,-1.170,0.863,0.915,-1.200
0.559,-0.246,0.201,0.070,0.282,-0.822
1.238,-0.280,2.599,0.248,0.028,-0.536
0.861,0.870,0.773,0.300,0.493,1.538
0.379,0.380,0.749,-0.790,-0.744,0.901
0.531,-0.463,-1.114,-0.376,-0.000,-0.710
0.274,0.078,-0.663,0.582,0.927,0.115
0.150,-0.347,-0.009,0.015,1.416,-0.718
-0.289,-0.317,-0.560,-1.130,2.239,-0.605
0.360,-0.079,0.911,0.960,0.113,-0.218
-0.161,-0.633,-0.537,-1.556,-0.669,-3.088
-0.216,-0.567,1.938,1.841,-2.012,-1.474
0.057,0.332,-0.962,1.928,1.168,0.855
0.360,-0.842,-0.182,-0.502,-0.223,-1.840
1.581,0.300,-1.241,0.174,0.560,0.419
1.246,-0.335,0.427,0.313,0.298,-1.241
0.674,0.321,0.330,-1.298,0.145,0.748
0.901,-0.238,-1.486,-0.267,-0.615,-0.592
0.943,0.670,1.591,0.321,0.888,1.058
0.969,-0.084,0.978,0.230,0.057,-0.210
0.151,-0.621,-0.400,-0.339,-0.982,-1.305
-0.239,-0.325,0.587,-1.532,1.227,-1.142
0.436,-0.175,1.591,0.079,-1.292,-0.309
0.030,-0.572,2.149,-1.430,0.361,-1.555
1.042,0.349,-0.635,-0.475,-0.043,0.729
0.935,-0.416,1.045,-0.167,0.013,-0.800
0.216,0.289,0.356,-1.132,-0.700,1.090
0.315,-0.011,1.894,-0.910,-0.627,-0.021
0.262,-0.216,0.984,1.758,-0.158,-0.738
0.221,0.374,-0.528,1.429,-0.763,0.495
0.462,0.407,0.586,2.260,-0.351,1.027
0.109,0.432,2.343,-1.238,1.122,0.578
-0.138,0.099,0.217,-1.061,-1.344,0.307
1.377,0.299,-0.315,-0.158,0.682,1.098
0.165,-0.323,0.007,0.652,2.157,-1.649
0.244,-0.470,-0.127,-0.689,-0.498,-0.931
0.859,-0.567,-1.009,0.403,-0.349,-1.469
0.324,-0.085,-0.692,-0.539,-0.702,-0.173
1.177,-0.329,0.126,0.246,0.311,-0.833
0.575,0.081,-1.664,0.711,-0.081,0.132
0.839,0.284,-0.653,0.290,-0.065,1.232
0.463,0.605,0.406,1.755,0.618,0.781
0.920,0.823,-0.529,0.322,-1.581,2.612
0.237,-0.222,0.424,-1.486,-0.205,-0.702
0.535,-0.369,0.614,0.308,-0.305,-1.461
0.696,0.440,-0.842,-1.334,-0.308,1.661
-0.569,-0.575,-0.470,1.101,-0.977,-0.746
0.157,-0.160,-2.004,-0.540,-1.745,-0.306
-0.208,-0.595,0.638,-1.058,-0.878,-0.854
0.051,0.113,-0.022,-1.213,0.826,0.238
0.445,0.938,0.975,0.510,-1.703,2.370
0.516,0.289,0.330,2.130,0.024,1.073
0.343,0.383,1.836,0.365,1.369,0.826
0.413,0.260,0.004,-1.021,0.156,0.969
0.503,-0.721,-0.285,-0.611,-0.356,-1.090
0.698,0.382,-0.180,0.319,-1.065,1.395
-0.084,0.071,0.643,-1.046,-1.148,0.127
-0.119,-0.412,0.001,2.062,-2.047,-0.469
0.181,0.443,-0.560,0.998,-0.898,0.936
0.242,0.174,-0.414,1.078,0.731,0.557
-0.031,-0.318,0.128,0.646,-1.605,-1.288
-0.382,-0.711,-1.621,0.879,-1.006,-2.269
0.183,-0.397,-0.670,-1.747,0.099,-2.591
1.139,0.231,-0.844,-0.657,0.337,0.750
-0.074,0.069,-0.399,1.925,-1.487,0.105
-0.168,-0.263,0.129,-1.110,-1.865,-0.275
0.874,0.289,-0.292,-0.357,-0.637,1.012
0.195,-0.386,-0.401,1.068,-0.126,-1.673
0.347,0.210,-0.579,-0.430,2.641,0.732
0.126,0.611,0.013,-1.447,-1.821,1.469
0.393,-0.563,-0.086,-0.601,0.396,-0.646
0.311,-0.383,-0.110,-0.580,0.681,-0.954
0.162,-0.635,0.893,1.807,-0.018,-1.178
0.614,-0.345,-0.648,-0.302,0.019,-0.939
0.396,-0.086,-1.857,-0.863,-0.123,-0.099
0.674,0.001,1.455,0.211,-0.920,0.003
0.850,0.377,-0.124,1.533,0.266,2.210
0.791,0.111,0.837,0.624,-0.094,0.255
0.336,0.244,0.109,0.762,0.754,0.656
-0.195,-0.339,-0.223,-0.831,-1.470,-1.152
0.176,-0.444,0.259,0.629,0.723,-0.976
0.228,0.454,-0.052,0.959,-0.855,0.757
0.157,-0.121,-0.068,1.654,-0.548,-0.306
1.241,-0.242,0.629,-0.049,0.492,-0.671
0.546,-0.064,1.009,0.448,-0.219,-0.186
-0.236,-0.545,-0.178,-0.840,1.176,-1.444
0.719,0.477,-0.261,0.300,1.297,1.017
0.331,0.068,1.216,-0.170,1.626,0.182
-0.123,-0.476,-2.299,-1.486,0.649,-1.087
0.551,0.551,-0.814,1.641,-0.169,1.181
0.590,0.431,0.289,1.282,-0.468,0.825
1.123,0.629,-0.670,-0.241,-0.228,1.331
0.094,-0.308,0.149,-0.427,-1.340,-1.083
0.416,0.718,2.292,-0.751,-1.534,1.417
-0.005,-0.314,0.708,-1.591,-0.613,-0.746
0.586,-0.102,-0.579,-2.620,0.415,-0.153
0.425,-0.299,0.907,0.368,-0.529,-0.365
0.779,0.364,-0.581,1.154,-0.520,2.734
0.451,0.466,0.453,-0.546,-1.681,1.494
0.698,0.293,1.672,0.380,-1.269,0.489
0.009,0.158,2.433,-1.372,2.767,0.360
0.293,-0.535,-0.085,-0.846,-0.035,-1.449
0.328,-0.675,-0.851,0.699,-0.499,-1.346
0.193,0.406,-1.523,1.223,0.925,0.893
0.370,-0.313,-0.812,-0.739,-0.643,-1.227
0.538,0.106,-1.179,0.777,-0.484,0.277
0.726,0.388,-1.120,-0.534,-0.946,2.133
1.228,0.080,1.229,-0.410,-0.498,0.191
1.161,0.391,1.184,0.798,0.280,0.474
1.061,0.087,-1.396,0.823,0.012,0.109
0.408,-0.301,-0.396,-1.512,-0.136,-0.705
1.401,0.194,1.597,-0.028,-0.818,0.438
0.925,0.697,0.156,-1.359,0.300,1.276
-0.023,-0.030,0.236,-0.848,1.260,-0.031
0.297,0.320,-1.636,0.957,0.698,0.397
0.320,0.210,-1.129,-0.361,1.779,0.502
0.563,0.202,-1.493,0.390,0.683,0.560
0.007,-0.159,-0.214,-1.186,0.737,-0.224
0.410,-0.389,-0.944,-0.629,-0.721,-1.848
0.722,0.163,1.171,-0.665,-0.329,0.376
0.325,0.123,1.751,-0.681,0.647,0.312
1.032,0.258,-0.588,0.242,0.279,0.899
0.046,-0.747,-0.726,-0.215,1.485,-1.289
0.342,0.237,-0.265,-0.601,2.176,0.596
0.080,0.379,0.235,1.042,-1.714,2.826
0.026,-0.141,1.827,0.688,1.345,-0.439
0.232,-0.294,0.317,0.593,0.776,-0.753
1.493,0.242,-0.821,-0.122,-0.488,0.369
1.307,0.076,-0.830,-0.397,0.439,0.139
0.197,-0.296,0.390,0.108,1.495,-1.126
0.611,0.549,-0.025,-1.060,-0.158,1.985
0.282,0.680,0.592,0.969,2.107,1.678
0.591,-0.169,1.160,0.259,-0.698,-0.344
0.531,-0.191,-0.531,1.752,-0.195,-0.590
0.723,0.159,0.164,0.656,-0.454,0.462
0.693,0.310,-1.293,0.937,-0.255,1.106
0.343,-0.490,0.760,-0.670,0.405,-0.903
-0.389,-0.374,1.755,1.196,-1.311,-0.928
0.980,0.483,0.199,0.209,1.050,0.854
0.304,0.048,-0.662,-1.034,-0.705,0.119
-0.125,0.107,1.968,1.595,1.298,0.219
0.746,0.306,-0.880,0.100,2.076,1.482
0.665,0.382,-0.390,1.166,0.229,0.630
0.384,-0.357,-1.262,0.428,0.662,-1.763
0.284,0.404,0.764,1.420,-0.473,1.528
-0.538,-0.855,0.014,1.357,1.671,-2.168
1.258,0.140,-0.337,0.011,0.325,0.313
1.371,0.280,-0.639,0.519,-0.326,0.515
1.166,0.220,1.449,0.040,-0.306,0.247
0.309,0.251,-0.991,0.291,1.418,0.842
-0.019,-0.062,-0.444,0.964,2.008,-0.181
0.125,-0.048,-0.075,0.706,-1.255,-0.063
-0.057,-0.206,-0.862,1.343,0.774,-0.523
-0.230,-0.588,0.735,-1.217,0.967,-1.093
0.142,-0.700,-0.401,-0.753,0.461,-1.259
0.227,0.367,1.351,0.864,-0.867,2.094
0.907,0.208,-1.174,0.090,0.237,0.515
0.131,-0.606,0.079,-0.016,-1.330,-0.999
1.181,-0.063,-0.404,0.358,0.015,-0.082
0.440,-0.088,-0.094,0.542,0.568,-0.145
-0.169,-0.877,1.822,0.649,1.759,-1.432
0.350,-0.359,-0.290,-2.295,0.524,-0.466
0.612,0.165,-0.385,0.639,0.965,0.298
0.679,0.495,-0.327,0.096,1.120,1.304
-0.198,-0.638,-0.312,1.241,-0.711,-1.765
0.463,-0.179,-0.777,0.031,1.578,-0.284
0.205,-0.101,-1.354,1.185,0.417,-0.168
0.280,0.218,-1.385,-2.128,-0.714,0.611
0.734,0.296,1.094,-0.750,-0.091,0.816
0.913,-0.118,-1.341,0.207,-0.240,-0.180
0.125,0.329,0.190,-0.851,1.589,1.559
-0.418,-0.732,0.697,-1.666,-0.892,-1.623
0.551,0.149,2.547,0.772,-0.730,0.417
0.207,-0.307,0.874,-0.949,-0.572,-1.002
0.436,0.256,1.080,-0.151,-1.711,0.427
0.598,-0.928,-2.582,-0.278,0.271,-1.889
0.300,-0.498,0.759,1.149,-0.030,-1.569
0.617,0.023,0.373,0.065,0.331,0.065
0.365,0.277,0.563,-0.211,1.252,0.397
0.779,0.066,-0.304,-0.302,0.574,0.138
0.728,0.022,1.105,0.545,-0.297,0.046
0.123,0.147,1.068,-2.222,0.977,0.362
0.395,-0.213,0.009,0.825,-0.292,-0.607
0.006,-0.271,0.150,1.683,0.653,-0.388
0.245,0.262,-0.199,0.741,1.579,0.873
0.687,0.440,0.162,2.118,0.519,0.861
0.384,0.483,-1.232,-0.271,-1.256,0.846
0.105,0.495,-0.051,1.797,1.540,0.766
0.174,-0.426,-1.114,0.746,0.620,-1.197
1.312,0.173,-0.503,-0.654,-0.199,0.426
0.679,0.205,-0.192,0.610,-0.544,0.509
0.247,-0.096,0.210,-0.713,-0.874,-0.119
0.285,-0.447,-0.422,2.382,-0.053,-0.638
0.590,0.329,-0.437,1.088,0.425,1.072
0.291,0.173,0.680,-0.939,-0.840,0.331
0.279,-0.310,0.447,-0.755,-0.387,-0.354
0.351,0.152,0.985,-0.419,2.903,0.450
0.356,0.205,0.188,0.234,-1.111,0.376
0.476,-0.268,1.174,-0.791,-0.136,-0.559
0.385,0.314,0.664,0.316,-1.142,0.562
1.036,0.268,-1.110,0.388,-0.127,0.741
1.267,-0.012,-0.242,-0.205,-0.276,-0.023
0.537,0.278,1.360,0.786,-0.120,0.901
0.062,-0.045,1.159,-0.654,1.545,-0.104
0.071,-0.266,-0.191,-0.501,-1.483,-0.531
-0.098,-0.487,-1.617,-0.786,1.043,-1.670
0.389,-0.056,-0.119,0.673,0.359,-0.140
0.108,0.044,1.952,-0.671,-1.349,0.101
0.845,0.685,-0.258,0.689,-0.642,0.875
0.597,-0.266,-1.108,0.151,-0.171,-0.662
0.425,0.012,1.122,-0.292,1.131,0.024
-0.215,-0.340,0.107,1.268,-0.921,-0.465
0.366,-0.214,-0.400,0.146,2.236,-0.572
-0.569,-0.477,0.416,1.510,1.004,-1.692
0.200,-0.276,0.495,-3.474,-0.311,-0.853
0.829,0.099,0.143,-0.066,0.818,0.233
0.430,-0.304,0.073,1.459,-0.120,-0.742
0.153,-0.517,1.769,-0.850,-0.582,-0.674
-0.252,-0.354,0.374,1.228,1.233,-2.162
0.679,0.021,-1.656,0.340,0.552,0.045
1.213,0.223,0.701,-0.055,-0.278,0.595
0.250,-0.389,-0.579,0.970,0.160,-1.204
-0.103,0.153,-1.163,-1.147,1.404,0.475
0.127,-0.424,-0.850,-1.311,-0.127,-1.302
0.524,-0.439,0.247,-0.040,0.136,-0.607
-0.067,-0.426,-0.368,0.669,-1.327,-0.476
0.121,0.215,0.832,-1.744,-0.836,0.443
0.594,-0.109,-0.107,0.187,0.432,-0.212
0.420,-0.305,0.170,0.667,0.124,-0.818
0.309,-0.272,-0.285,-0.431,1.813,-1.111
-0.509,-0.554,-1.848,-1.988,-1.262,-0.891
0.190,-0.269,-0.027,1.624,-0.021,-0.497
0.646,-0.291,-0.385,-0.678,0.363,-1.135
0.234,-0.372,-1.225,0.172,1.022,-0.954
0.516,-0.246,-0.633,-3.000,0.223,-0.325
0.401,0.022,-0.604,-0.292,0.773,0.059
0.436,-0.446,-1.050,-0.801,0.093,-1.294
0.393,0.053,-0.345,0.868,0.472,0.155
0.091,-0.504,-0.225,-0.216,-1.441,-1.710
0.958,0.596,-0.897,0.261,-0.638,0.804
0.035,0.294,0.528,-1.925,1.680,1.246
1.600,0.315,-0.032,-0.222,0.312,1.027
0.554,0.340,-0.949,-0.936,-0.071,1.426
2.208,0.900,0.099,-0.200,-0.330,1.751
0.869,-0.324,-0.676,0.557,-0.434,-0.969
0.122,-0.468,0.729,-0.373,-1.886,-2.374
