X_o	y_o	X_i	y_i
4.1728476237100445	3.1484533605716547	5.730099782973574	6.2422232654551655
5.030437921392435	4.812184355372417	4.844187086458591	5.272999558563747
2.8154087194227095	2.517696472610991	7.150701457592526	7.510430556378006
4.272490747605575	3.2386784521643803	5.225746673713202	5.459585514144159
3.56953269648137	3.1654750481410856	4.653960350157523	5.043425116919247
4.42484663185681	4.119037174812473	5.783825182329737	6.19644412779452
3.462606009790799	2.1770218700187	4.2456340097683265	4.6913478822291435
3.380994674344636	3.005682604407159	6.925595197110468	7.27655640271871
5.71042701737487	5.783825182329737	4.335982696172475	4.048300623720694
3.696351468952637	2.803360380906535	4.084294226368599	4.146304301152812
3.374168709274236	2.7343675094195836	5.8377304471659395	6.395261598115449
3.8308129500026027	3.246490991901174	5.6937321388027	5.998936561946683
3.9569963710708773	3.068052935133617	6.376726947898627	6.826545223556594
3.885679030088544	3.597312260588446	6.673297967767654	7.087573705557973
4.4520190064939165	4.406719247264253	5.459585514144159	5.8289456176102075
4.3267781604434035	3.254242968705492	5.135798437050262	5.476463551931511
4.065602093356446	3.086486636822455	6.467698726104354	6.907755278982137
4.074141854904581	3.5524868292083815	5.648974238161206	6.025865973825314
4.718498871295094	3.3178157727231046	6.45833828334479	6.862757913051401
4.200204952921578	3.374168709274236	5.459585514144159	5.811140992976701
3.6788291182604347	3.173878458937465	5.41610040220442	5.8289456176102075
3.597312260588446	2.740840023925201	5.945420608606575	6.331501849893691
3.6428355156125294	3.246490991901174	7.914983005848394	8.274866820685254
3.7328963395307104	3.0587070727153796	6.8001700683022	7.249215057114389
4.128745988939433	2.89591193827178	5.262690188904886	5.575949103146316
5.117993812416755	4.370712874773608	3.758871825933971	3.535145354171894
4.019980146933238	3.353406717825807	7.294377299288821	7.6362696033793735
4.4343818650078095	4.272490747605575	4.577798989191959	4.836281906951478
4.100989104940769	3.2308043957334744	4.4520190064939165	4.812184355372417
4.048300623720694	3.086486636822455	4.523960130562548	4.515245478460105
4.335982696172475	3.490428515390098	7.051855622955894	7.465655310134056
4.56954300834494	4.77912349311153	5.147494476813453	5.631211781821365
3.6506582412937387	2.8791984572980396	4.962844630259907	5.43372200355424
4.191168746857641	3.8416005411316	5.318119993844216	5.730099782973574
4.718498871295094	4.370712874773608	5.117993812416755	5.666426688112432
3.8501476017100584	3.104586678466073	6.421622267806518	6.889591308354466
4.470495282661489	4.001863709427935	5.407171771460119	5.863631175598097
4.056988775678332	2.9496883350525844	4.280824129164719	4.663439094112067
4.523960130562548	3.4372078191851885	5.703782474656201	6.1070228877422545
4.533674184283021	3.3638415951183864	3.4436180975461075	3.543853682063679
4.672828834461906	3.6054978451748854	4.596129441335942	5.214935757608986
4.389498649512583	4.037774210733707	3.6686767467964168	3.6428355156125294
3.8044377947482086	3.2308043957334744	6.81783057145415	7.222566018822171
3.3105430133940246	2.9338568698359038	4.6913478822291435	5.170483995038151
3.4531571205928664	3.246490991901174	4.461299815568389	4.398146016553765
3.9569963710708773	3.5085558999826545	3.580737295494233	3.5610460826040513
4.272490747605575	3.3105430133940246	6.18826412308259	6.529418838262226
3.7954891891721947	3.292126286607793	6.169610732491456	6.583409222158765
4.308110951723713	3.3105430133940246	7.906178840394815	8.265907334155747
3.7864597824528	3.005682604407159	4.361823927356363	5.3230099791384085
3.758871825933971	3.131136910560194	5.991464547107982	6.304448802421981
4.370712874773608	3.2733640101522705	6.251903883165888	6.593044534142437
4.48863636973214	3.4011973816621555	5.41610040220442	5.720311776607412
4.146304301152812	3.3105430133940246	5.262690188904886	5.58724865840025
3.32862668882732	3.0301337002713233	5.3706380281276624	5.720311776607412
4.2456340097683265	3.131136910560194	3.912023005428146	3.8308129500026027
3.3638415951183864	2.7536607123542622	3.8416005411316	4.542230386214217
4.624972813284271	3.427514689979529	7.258412150595307	7.564238475170491
4.084294226368599	3.2308043957334744	3.7062280924485496	4.22683374526818
4.497584975308154	3.4436180975461075	3.3178157727231046	2.3702437414678603
5.298317366548036	3.4995332823830174	7.618251097876695	7.933079771880415
4.128745988939433	2.89591193827178	6.115892125483034	6.493753839851686
3.8308129500026027	3.1654750481410856	5.8998973535824915	6.467698726104354
5.003946305945459	4.443827035579329	3.7328963395307104	3.3463891451671604
2.186051276738094	2.740840023925201	5.262690188904886	5.730099782973574
4.6913478822291435	3.6888794541139363	6.970730078143525	7.330405211844402
4.272490747605575	3.758871825933971	5.3612921657094255	5.730099782973574
4.22683374526818	3.1945831322991562	5.262690188904886	5.666426688112432
4.380775852772229	3.7864597824528	5.3612921657094255	5.739792912179234
4.443827035579329	3.5524868292083815	5.8289456176102075	6.214608098422191
5.278114659230517	5.093750200806762	7.033506484287697	7.366445148327599
3.6506582412937387	2.8507065015037334	4.882801922586371	5.288267030694535
4.165113633110308	3.929862923556477	4.663439094112067	5.147494476813453
4.577798989191959	3.122364924487357	4.056988775678332	4.280824129164719
4.370712874773608	3.3463891451671604	6.862757913051401	7.231287004327616
4.663439094112067	3.2108436531709366	6.395261598115449	6.8001700683022
4.335982696172475	3.427514689979529	5.442417710521793	5.863631175598097
4.68213122712422	3.427514689979529	6.548219102762372	7.00669522683704
3.975936331171799	3.543853682063679	6.907755278982137	7.321188556739478
3.32862668882732	2.9601050959108397	5.236441962829949	5.676753802268282
4.2456340097683265	3.265759410767051	4.028916756899646	4.037774210733707
1.9782390361706734	1.7715567619105355	5.099866427824199	5.3612921657094255
3.893859034800475	2.9338568698359038	6.9167150203536085	7.258412150595307
3.751854253275325	2.7536607123542622	6.133398042996649	6.664409020350408
2.803360380906535	3.131136910560194	5.6937321388027	6.07993319509559
4.61512051684126	4.110873864173311	5.099866427824199	5.594711379601839
4.092676505121403	3.086486636822455	6.47543271670409	6.934397209928558
4.624972813284271	3.8308129500026027	4.867534450455582	5.214935757608986
4.955827057601261	4.61512051684126	5.278114659230517	5.655991810819852
4.119037174812473	2.8449093838194073	5.442417710521793	5.783825182329737
4.001863709427935	3.0155349008501706	3.173878458937465	3.481240089335692
3.9219733362813143	2.970414465569701	4.867534450455582	5.25227342804663
3.5263605246161616	2.5877640352277083	4.804021044733257	4.182050142641207
3.885679030088544	2.970414465569701	5.53338948872752	5.918893854273146
4.254193263163997	3.2308043957334744	5.755742213586912	6.09807428216624
3.822098297900159	2.9496883350525844	3.3178157727231046	3.9926809084456005
4.361823927356363	3.4995332823830174	7.024649030453636	7.348587530927593
2.8678989020441064	2.4336133554004498	5.117993812416755	5.541263545158426
3.380994674344636	3.2733640101522705	5.030437921392435	5.5134287461649825
4.155753190350744	3.0492730404820207	5.37989735354046	5.25227342804663
5.424950017481403	5.043425116919247	5.484796933490655	5.765191102784844
4.165113633110308	3.391147045808654	6.07073772800249	6.376726947898627
4.056988775678332	2.72785282839839	7.150701457592526	7.501634457883413
4.31748811353631	3.1654750481410856	4.4520190064939165	4.820281565605037
3.885679030088544	3.2188758248682006	3.4011973816621555	3.7328963395307104
4.110873864173311	3.975936331171799	5.424950017481403	5.755742213586912
4.56954300834494	3.8308129500026027	4.165113633110308	4.370712874773608
4.001863709427935	3.265759410767051	6.836259277277067	7.177782416195197
4.770684624465665	3.6686767467964168	6.144185634125646	6.655440350367647
4.56954300834494	4.028916756899646	6.9440872082295275	7.258412150595307
4.48863636973214	3.966511190712216	4.4520190064939165	4.672828834461906
3.2308043957334744	3.6506582412937387	6.152732694704104	6.556778356158042
4.56954300834494	3.8308129500026027	6.511745329644728	6.844815479208263
4.136765278106052	3.5524868292083815	4.416428061391214	4.634728988229636
2.9069010598473755	2.995732273553991	4.4343818650078095	4.955827057601261
4.182050142641207	3.481240089335692	5.703782474656201	6.09807428216624
4.443827035579329	3.713572066704308	5.0369526024136295	5.241747015059643
4.380775852772229	3.2188758248682006	6.736966958001855	7.123672785204607
3.742420221041966	3.005682604407159	5.730099782973574	6.304448802421981
4.110873864173311	2.9496883350525844	4.976733742420574	5.099866427824199
2.8622008809294686	2.388762789235098	5.198497031265826	5.602118820879701
3.597312260588446	3.104586678466073	7.492203042618741	7.780303087908373
2.681021528714291	2.7013612129514133	4.200204952921578	4.4796069630127455
2.8507065015037334	3.1945831322991562	5.484796933490655	5.926926025970411
4.146304301152812	2.388762789235098	7.132497551660044	7.474204806496124
3.5610460826040513	2.772588722239781	4.875197323201151	5.3612921657094255
4.048300623720694	3.3178157727231046	3.966511190712216	4.290459441148391
3.1945831322991562	2.740840023925201	7.330405211844402	7.708410667257367
4.2456340097683265	3.7062280924485496	6.81783057145415	7.168579897264035
4.308110951723713	3.580737295494233	4.128745988939433	4.272490747605575
4.61512051684126	3.56953269648137	5.6131281063880705	6.054439346269371
3.7232808808312687	2.8449093838194073	3.6609942506244004	3.597312260588446
4.406719247264253	4.191168746857641	4.065602093356446	4.470495282661489
4.461299815568389	3.6428355156125294	5.075173815233827	5.54907608489522
2.6461747973841225	1.9782390361706734	5.424950017481403	5.666426688112432
4.497584975308154	3.9569963710708773	4.146304301152812	4.48863636973214
4.577798989191959	3.7232808808312687	5.056245805348308	5.442417710521793
3.292126286607793	2.617395832834079	3.481240089335692	4.343805421853684
4.48863636973214	3.0587070727153796	5.342334251964811	5.811140992976701
4.191168746857641	3.173878458937465	6.304448802421981	6.80903930604298
4.859812404361672	3.975936331171799	5.062595033026967	5.318119993844216
3.6686767467964168	2.9601050959108397	5.442417710521793	5.594711379601839
3.2188758248682006	2.9231615807191558	4.927253685157205	5.262690188904886
3.822098297900159	2.9601050959108397	7.132497551660044	7.48324441607385
4.128745988939433	3.0204248861443626	6.836259277277067	7.240649694255466
4.2626798770413155	3.481240089335692	4.867534450455582	5.288267030694535
3.912023005428146	3.4531571205928664	4.634728988229636	5.170483995038151
4.624972813284271	3.4531571205928664	4.361823927356363	4.550714000192032
4.146304301152812	3.202746442938317	5.442417710521793	5.7745515455444085
5.4510384535657	4.191168746857641	6.448889394146858	6.736966958001855
3.6609942506244004	3.1822118404966093	5.351858133476067	5.655991810819852
4.58700621536042	3.7864597824528	7.114769448366463	7.519149957669823
3.6609942506244004	3.202746442938317	4.48863636973214	4.983606621708336
4.470495282661489	3.380994674344636	5.272999558563747	5.594711379601839
4.3267781604434035	3.068052935133617	4.01096295328305	3.4719664525503626
4.380775852772229	2.9391619220655967	7.042286171939743	7.384610383176974
3.966511190712216	2.970414465569701	5.225746673713202	5.71042701737487
4.155753190350744	2.833213344056216	6.961296045910167	7.393263094763838
4.672828834461906	3.8044377947482086	6.180016653652572	6.602587892189336
4.084294226368599	2.91235066461494	3.966511190712216	4.461299815568389
4.663439094112067	4.308110951723713	4.560172820057356	4.919980925828125
4.2626798770413155	3.7062280924485496	5.351858133476067	5.7745515455444085
3.068052935133617	2.5726122302071057	5.71042701737487	6.07993319509559
5.003946305945459	3.9396381724611196	7.150701457592526	7.519149957669823
3.254242968705492	2.509599262378372	6.278521424165844	6.70073110954781
4.165113633110308	3.877431560658527	6.844815479208263	7.267525427828172
3.5890591188317256	2.424802725718295	4.21803603456465	4.542230386214217
3.949318790171843	3.2846635654062037	5.181783550292085	5.648974238161206
3.077312260546414	2.0241930674493576	7.312553498102598	7.645397699428633
4.542230386214217	3.580737295494233	5.41610040220442	5.846438775057725
4.037774210733707	3.0204248861443626	5.730099782973574	6.115892125483034
4.191168746857641	2.7788192719904172	5.1647859739235145	5.575949103146316
3.3178157727231046	2.833213344056216	5.288267030694535	5.575949103146316
3.893859034800475	3.5085558999826545	4.389498649512583	4.653960350157523
5.056245805348308	3.949318790171843	4.182050142641207	4.290459441148391
4.820281565605037	3.5085558999826545	3.8044377947482086	4.308110951723713
3.634951112088381	2.797281334830153	5.318119993844216	5.937536205082426
3.8133070324889884	3.2386784521643803	5.407171771460119	5.8998973535824915
5.093750200806762	4.461299815568389	4.470495282661489	5.117993812416755
4.136765278106052	3.517497837358316	6.169610732491456	6.646390514847729
3.2733640101522705	2.72785282839839	4.074141854904581	4.8283137373023015
3.9569963710708773	3.391147045808654	4.990432586778736	5.170483995038151
4.398146016553765	3.2108436531709366	4.01096295328305	4.065602093356446
4.560172820057356	3.6428355156125294	5.442417710521793	5.8377304471659395
4.380775852772229	3.380994674344636	5.7745515455444085	6.169610732491456
2.8507065015037334	2.681021528714291	5.484796933490655	5.793013608384144
3.9396381724611196	3.634951112088381	5.181783550292085	5.54907608489522
3.6506582412937387	1.9878743481543455	5.953243334287785	6.359573868672378
3.966511190712216	3.975936331171799	5.703782474656201	6.054439346269371
4.515245478460105	3.696351468952637	4.844187086458591	5.147494476813453
3.634951112088381	2.653241964607215	4.9344739331306915	5.424950017481403
4.01096295328305	2.9338568698359038	5.497168225293202	5.7745515455444085
3.7954891891721947	3.2108436531709366	7.105786129481271	7.492203042618741
4.254193263163997	3.4011973816621555	5.262690188904886	5.739792912179234
3.858622228701031	3.417726683613366	6.331501849893691	6.80903930604298
4.155753190350744	3.077312260546414	4.037774210733707	3.858622228701031
3.1570004211501135	3.758871825933971	5.056245805348308	5.407171771460119
1.6544112780768316	2.714694743820879	6.035481432524756	6.359573868672378
2.6741486494265287	2.7343675094195836	2.8507065015037334	3.353406717825807
3.6054978451748854	2.248128907197987	7.267525427828172	7.6004023345004
4.577798989191959	3.2308043957334744	4.61512051684126	5.117993812416755
2.791165107812717	2.4932054526026954	5.53338948872752	5.846438775057725
3.7954891891721947	3.4436180975461075	6.07993319509559	6.448889394146858
4.21803603456465	3.975936331171799	4.037774210733707	3.822098297900159
4.084294226368599	3.3357695763397	6.251903883165888	6.638567789166521
3.254242968705492	2.8449093838194073	4.919980925828125	5.53338948872752
3.6888794541139363	3.490428515390098	5.676753802268282	6.045005314036012
4.100989104940769	3.2108436531709366	4.155753190350744	4.2626798770413155
3.9219733362813143	3.202746442938317	5.883322388488279	6.295266001439646
3.4372078191851885	2.9338568698359038	7.708410667257367	8.077136638538454
2.4159137783010487	2.884800712846709	6.602587892189336	6.988413181999592
3.6686767467964168	3.3463891451671604	5.424950017481403	5.811140992976701
4.280824129164719	3.299533727885655	5.099866427824199	5.497168225293202
4.128745988939433	2.7788192719904172	5.442417710521793	5.846438775057725
2.5416019934645457	2.5572273113676265	3.6888794541139363	3.949318790171843
3.903990833730882	2.884800712846709	5.288267030694535	5.683579767338681
4.136765278106052	3.122364924487357	4.948759890378168	5.3981627015177525
2.379546134130174	1.673351238177753	7.177782416195197	7.510430556378006
4.308110951723713	3.2733640101522705	5.123963979403259	5.594711379601839
4.290459441148391	3.077312260546414	3.903990833730882	3.8308129500026027
2.388762789235098	1.8531680973566984	5.442417710521793	5.765191102784844
4.01096295328305	2.9391619220655967	5.187385805840755	5.541263545158426
4.037774210733707	2.631888840136646	4.663439094112067	4.912654885736052
4.577798989191959	4.119037174812473	6.322565239927284	6.736966958001855
3.8133070324889884	2.970414465569701	4.550714000192032	4.919980925828125
3.8133070324889884	2.803360380906535	7.690286020676768	8.02322468471667
5.5134287461649825	5.602118820879701	5.793013608384144	5.998936561946683
4.065602093356446	3.5263605246161616	5.8289456176102075	6.413458957167357
4.718498871295094	3.8308129500026027	4.61512051684126	5.703782474656201
2.772588722239781	2.70805020110221	5.075173815233827	5.43372200355424
4.209160236650682	3.4531571205928664	5.998936561946683	6.431331081933479
3.6686767467964168	2.760009940032921	5.666426688112432	5.484796933490655
4.22683374526818	3.1945831322991562	6.2324480165505225	6.683360945766275
4.092676505121403	3.6888794541139363	6.493753839851686	6.898714534329988
4.4796069630127455	4.209160236650682	6.359573868672378	6.844815479208263
2.5726122302071057	2.4159137783010487	4.092676505121403	4.191168746857641
4.596129441335942	3.9219733362813143	5.53338948872752	5.883322388488279
3.975936331171799	2.9231615807191558	5.497168225293202	5.8916442118257715
4.919980925828125	3.912023005428146	6.278521424165844	6.736966958001855
3.7954891891721947	2.9856819377004897	5.318119993844216	5.730099782973574
5.541263545158426	4.4520190064939165	5.5053315359323625	6.045005314036012
4.01096295328305	3.2188758248682006	7.429520842786462	7.780303087908373
4.308110951723713	3.543853682063679	7.312553498102598	7.708410667257367
4.762173934797756	3.893859034800475	4.1728476237100445	4.596129441335942
3.7954891891721947	3.2733640101522705	5.568344503761097	5.991464547107982
4.470495282661489	4.001863709427935	4.461299815568389	4.308110951723713
3.4719664525503626	2.7013612129514133	6.520621127558696	6.889591308354466
3.616308761279101	2.6741486494265287	7.27655640271871	7.645397699428633
3.929862923556477	3.1945831322991562	6.35088571671474	6.782192056006791
3.380994674344636	3.0155349008501706	6.773080375655535	7.168579897264035
3.877431560658527	2.005525858729668	6.620073206530356	7.042286171939743
4.1728476237100445	3.5524868292083815	4.100989104940769	4.577798989191959
3.490428515390098	3.173878458937465	5.793013608384144	6.144185634125646
3.2733640101522705	2.833213344056216	3.758871825933971	3.6686767467964168
4.2456340097683265	3.5263605246161616	6.161207321695077	6.683360945766275
3.822098297900159	2.9069010598473755	5.278114659230517	5.58724865840025
4.875197323201151	3.616308761279101	4.787491742782046	5.030437921392435
4.663439094112067	3.6428355156125294	5.424950017481403	5.8289456176102075
4.22683374526818	3.3357695763397	5.8289456176102075	6.206575926724928
4.084294226368599	3.2846635654062037	5.8998973535824915	6.295266001439646
3.8501476017100584	2.833213344056216	6.016157159698354	6.331501849893691
4.037774210733707	3.580737295494233	4.01096295328305	4.443827035579329
3.3463891451671604	2.533696813957432	4.990432586778736	5.459585514144159
3.5610460826040513	2.9496883350525844	5.043425116919247	5.424950017481403
3.8501476017100584	3.1822118404966093	5.648974238161206	5.991464547107982
4.146304301152812	2.9391619220655967	7.7354333524996886	8.14002395246292
4.136765278106052	3.0492730404820207	5.872117789475416	6.259581464064923
2.653241964607215	2.4595888418037104	4.672828834461906	4.506454213048934
3.9852734671677386	3.0301337002713233	4.9344739331306915	5.10594547390058
4.22683374526818	3.3178157727231046	4.875197323201151	5.214935757608986
4.77912349311153	4.165113633110308	4.398146016553765	4.9344739331306915
3.7328963395307104	2.4069451083182885	5.442417710521793	5.820082930352362
3.8044377947482086	3.077312260546414	3.903990833730882	4.001863709427935
4.280824129164719	3.6609942506244004	6.259581464064923	6.71901315438526
3.975936331171799	3.543853682063679	5.123963979403259	5.497168225293202
3.462606009790799	2.9391619220655967	6.683360945766275	7.078341579557671
4.762173934797756	4.084294226368599	5.855071922202427	6.089044875446846
3.8133070324889884	3.490428515390098	4.577798989191959	4.560172820057356
3.8416005411316	3.4011973816621555	5.37989735354046	5.998936561946683
3.417726683613366	2.186051276738094	6.484635235635252	6.853299093186078
3.7328963395307104	2.4849066497880004	4.272490747605575	4.74493212836325
4.624972813284271	3.6428355156125294	5.3612921657094255	5.739792912179234
3.4995332823830174	3.265759410767051	5.521460917862246	5.918893854273146
3.7864597824528	3.5085558999826545	6.773080375655535	7.195937226475569
2.72785282839839	2.7013612129514133	5.811140992976701	6.251903883165888
4.4520190064939165	3.4436180975461075	5.225746673713202	5.459585514144159
3.481240089335692	3.299533727885655	4.4796069630127455	4.515245478460105
4.001863709427935	2.9601050959108397	6.6293632534374485	7.024649030453636
3.6888794541139363	3.1654750481410856	5.075173815233827	5.541263545158426
3.597312260588446	2.803360380906535	6.1070228877422545	6.520621127558696
3.966511190712216	3.912023005428146	3.7062280924485496	3.5085558999826545
4.398146016553765	4.119037174812473	3.246490991901174	4.727387818712341
2.6026896854443837	3.4011973816621555	5.5053315359323625	5.8289456176102075
2.8622008809294686	3.380994674344636	3.742420221041966	4.290459441148391
3.6428355156125294	3.254242968705492	4.653960350157523	4.9344739331306915
4.6443908991413725	3.265759410767051	6.313548046277095	6.763884908562435
3.616308761279101	2.4932054526026954	6.872128101338986	7.285506548522785
3.9569963710708773	3.713572066704308	5.8998973535824915	6.313548046277095
4.389498649512583	3.2386784521643803	5.407171771460119	5.746203190540153
5.424950017481403	3.742420221041966	4.146304301152812	4.700480365792417
3.5085558999826545	1.4929040961781488	7.060476365999801	7.456454555176209
3.462606009790799	2.772588722239781	4.875197323201151	5.1647859739235145
4.300002799195291	3.2308043957334744	5.497168225293202	5.8377304471659395
4.01096295328305	4.019980146933238	2.533696813957432	3.254242968705492
3.624340932976365	3.086486636822455	6.484635235635252	6.934397209928558
3.2188758248682006	2.803360380906535	5.53338948872752	5.8289456176102075
4.254193263163997	3.4995332823830174	4.272490747605575	4.736198448394496
3.4372078191851885	3.005682604407159	7.078341579557671	7.474204806496124
3.858622228701031	2.6461747973841225	4.736198448394496	5.278114659230517
4.461299815568389	3.893859034800475	6.269096283706261	6.664409020350408
4.787491742782046	3.8133070324889884	5.71042701737487	6.09807428216624
3.9396381724611196	3.634951112088381	3.949318790171843	4.146304301152812
3.3178157727231046	3.265759410767051	6.07993319509559	6.431331081933479
3.742420221041966	2.8213788864092133	3.8044377947482086	4.074141854904581
3.4719664525503626	3.3463891451671604	4.380775852772229	4.272490747605575
3.6428355156125294	3.1822118404966093	4.542230386214217	4.976733742420574
4.019980146933238	3.292126286607793	5.730099782973574	6.115892125483034
3.858622228701031	3.2386784521643803	5.424950017481403	6.1070228877422545
3.7062280924485496	2.8449093838194073	4.836281906951478	5.0369526024136295
2.3608540011180215	2.6461747973841225	4.272490747605575	4.550714000192032
4.523960130562548	3.407841924380824	3.6788291182604347	4.019980146933238
3.5085558999826545	2.5416019934645457	6.610696044717759	7.033506484287697
3.246490991901174	2.0592388343623163	4.6443908991413725	4.9344739331306915
4.146304301152812	3.481240089335692	6.862757913051401	7.258412150595307
4.182050142641207	3.3638415951183864	5.43372200355424	5.683579767338681
3.9396381724611196	4.084294226368599	6.115892125483034	6.35088571671474
4.182050142641207	3.877431560658527	5.872117789475416	6.22455842927536
2.5877640352277083	3.0301337002713233	6.304448802421981	6.709304340258298
4.736198448394496	3.6788291182604347	5.030437921392435	5.442417710521793
4.948759890378168	4.182050142641207	5.181783550292085	5.666426688112432
3.7773481021015445	2.9601050959108397	5.187385805840755	5.318119993844216
1.3402504226184837	2.681021528714291	6.09807428216624	6.502790045915623
4.533674184283021	4.389498649512583	6.826545223556594	7.231287004327616
3.912023005428146	3.3357695763397	2.631888840136646	2.9069010598473755
4.497584975308154	2.833213344056216	5.71042701737487	6.09807428216624
2.8449093838194073	2.714694743820879	6.980075940561763	7.3395376954076745
3.7773481021015445	3.2846635654062037	5.262690188904886	4.912654885736052
