597	475
597	665
597	898
596	308
592	169
592	487
592	937
591	212
591	316
591	824
588	454
587	202
587	236
587	290
587	315
583	501
582	853
581	534
581	664
580	107
580	280
580	385
580	969
576	170
576	193
576	230
574	256
574	590
573	634
572	449
572	618
572	689
572	772
572	879
569	4
568	898
565	140
565	919
564	161
562	58
562	289
555	492
555	688
553	62
553	173
553	257
553	493
553	565
553	577
553	692
550	47
550	375
548	108
548	328
548	364
548	968
547	523
545	557
543	422
536	151
536	588
536	795
531	238
524	662
520	128
520	973
519	130
519	291
519	301
519	493
519	814
517	23
517	45
517	132
517	178
517	185
517	218
517	519
517	548
517	661
517	867
516	594
516	691
516	813
513	56
513	212
513	418
513	707
513	710
513	830
513	981
512	929
509	67
509	330
509	530
506	226
505	587
504	21
497	36
493	9
492	249
492	649
492	864
492	882
492	883
490	575
488	349
488	434
488	990
487	162
487	384
487	855
487	860
479	522
475	51
475	59
475	288
475	448
475	455
475	850
474	87
474	173
474	265
474	553
474	765
473	459
471	310
470	803
469	57
469	145
469	497
469	761
469	767
466	84
466	165
461	485
461	647
461	925
459	138
454	825
452	188
452	512
451	334
444	230
444	614
444	859
443	437
439	133
437	458
437	709
436	312
434	44
434	313
434	616
427	34
426	32
426	100
426	176
426	408
426	606
426	623
426	681
426	697
426	744
426	848
423	233
423	475
423	927
422	124
422	143
422	284
422	331
422	374
421	69
421	409
421	904
418	316
418	466
418	672
418	918
418	976
414	537
413	98
413	612
413	716
413	820
412	164
410	321
409	495
409	556
408	186
404	902
402	285
402	352
402	355
402	487
402	800
402	938
402	944
398	845
397	79
397	134
397	591
397	816
397	818
397	855
395	625
394	611
392	53
392	844
390	80
389	19
389	914
387	978
385	216
385	303
385	435
385	906
384	191
384	640
384	761
383	53
383	343
383	367
383	658
381	49
381	160
381	167
381	989
378	18
378	294
378	526
378	707
378	770
374	414
374	524
374	917
372	51
372	419
372	513
372	714
372	849
372	921
372	964
372	993
368	194
368	281
363	965
360	148
359	431
359	614
359	644
359	859
359	893
359	972
358	111
354	327
352	383
352	469
352	485
352	728
349	33
349	345
349	608
349	848
347	787
347	791
347	858
345	465
345	931
342	322
342	869
342	946
340	85
337	694
333	581
331	318
328	15
328	906
327	586
324	571
323	110
323	190
323	799
321	1000
321	471
319	228
319	495
319	981
317	55
316	343
312	311
312	755
312	804
312	939
311	26
311	412
311	872
309	809
309	984
308	478
303	15
303	673
303	783
303	903
300	40
297	417
297	437
295	641
295	724
295	789
293	60
293	700
289	155
289	683
287	524
285	969
284	732
284	889
280	214
280	706
275	79
275	112
275	140
275	175
275	676
275	817
274	481
272	215
270	627
268	185
268	332
268	474
268	618
268	620
268	642
268	913
268	948
264	38
264	270
264	408
264	520
264	956
262	480
261	753
260	16
259	6
259	25
259	32
259	54
259	63
259	64
259	93
259	123
259	144
259	176
259	229
259	235
259	268
259	295
259	547
259	553
259	632
259	652
259	661
259	744
259	760
259	815
259	895
259	988
257	227
252	866
249	568
249	600
249	656
249	740
248	666
248	670
248	936
248	986
246	42
246	336
245	93
245	235
245	444
245	492
245	649
245	779
241	28
241	450
241	989
240	822
239	420
236	113
236	179
236	467
235	45
235	119
235	397
235	439
235	580
235	812
235	851
235	962
234	333
233	48
233	172
233	658
233	887
232	735
229	169
229	987
228	307
227	350
225	7
225	441
225	545
225	583
225	885
222	163
218	696
218	994
216	158
216	439
216	516
216	861
215	430
215	451
215	558
215	808
215	945
213	66
213	340
213	573
212	664
208	786
208	821
208	873
208	876
204	359
195	539
193	12
193	557
190	655
189	139
189	953
188	440
186	13
186	202
186	390
185	2
185	323
185	596
178	677
178	963
176	843
176	994
175	388
175	583
175	635
173	115
173	262
173	527
173	769
170	165
170	298
170	413
170	443
166	578
166	631
165	405
159	792
156	920
155	442
155	651
153	513
153	818
153	993
151	287
151	803
145	647
145	737
144	178
144	245
142	909
140	820
139	671
138	446
134	585
134	610
134	622
134	698
133	396
130	200
130	891
128	476
128	648
128	798
126	983
125	507
124	782
123	153
123	349
123	642
123	851
123	862
123	962
119	276
115	695
114	117
112	171
112	319
112	324
112	743
112	759
111	731
110	727
108	280
108	740
107	70
107	262
107	378
107	402
107	516
107	520
107	680
107	814
104	133
104	249
104	306
104	449
104	643
104	806
102	126
102	362
102	930
100	683
100	827
98	166
98	201
98	207
98	225
98	319
98	366
98	374
98	890
93	608
93	891
91	832
89	19
88	955
87	247
87	393
79	222
79	741
79	758
79	857
77	104
77	289
77	297
77	368
77	987
76	472
73	89
73	105
73	132
73	726
73	736
73	867
72	309
72	567
70	835
69	997
66	122
66	484
66	573
66	634
66	934
65	995
64	2
64	219
64	496
63	370
62	170
62	404
60	636
56	303
56	335
56	842
56	976
54	452
53	44
51	365
48	768
46	566
44	246
43	213
40	131
38	88
38	500
34	788
33	469
32	123
32	130
32	264
32	323
32	474
32	517
32	604
32	623
32	681
32	715
32	723
32	726
32	750
32	797
32	883
32	948
32	974
31	438
26	579
25	562
25	779
23	211
23	419
23	477
22	65
21	410
19	114
19	505
17	486
17	538
17	892
15	14
14	436
14	561
14	682
14	766
14	780
12	241
9	363
9	470
9	490
7	523
7	543
7	621
7	717
7	729
6	94
2	577
2	884

